name;fujichrome-provia-400x-dehancer-colorchecker
description;fitted LUT style from fujichrome-provia-400x-dehancer-colorchecker.pfm
num_gray;8
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
WBP1;80.397369384765625;0.85362792015075684;-0.24595260620117188;87.606086730957031;-7.1811676025390625;-1.4153957366943359
WBP2;81.482627868652344;-1.2671351432800293;-1.0032773017883301;89.037422180175781;-9.2476902008056641;-1.5991568565368652
WBP3;81.06640625;-2.41813063621521;-2.4794697761535645;88.696586608886719;-10.223835945129395;-3.4322977066040039
WBP4;81.004096984863281;-4.129857063293457;-2.7143239974975586;88.583534240722656;-11.580228805541992;-2.8653383255004883
WBP5;81.439857482910156;-6.0926971435546875;-4.3395876884460449;89.177543640136719;-13.444095611572266;-4.6025872230529785
WBL1;80.355552673339844;4.6541094779968262;0.50344467163085938;87.320297241210938;-3.6654174327850342;-0.78772306442260742
WBL2;80.888320922851562;4.2448339462280273;-0.12582540512084961;88.046249389648438;-3.9629340171813965;-1.6209721565246582
WBL3;80.664497375488281;0.85857510566711426;-0.28775930404663086;87.877220153808594;-7.2080793380737305;-1.391136646270752
WBL4;81.013580322265625;-1.2124776840209961;-2.6292800903320312;88.663124084472656;-8.7735652923583984;-3.5649895668029785
WBL5;80.923576354980469;-2.226412296295166;-5.7312130928039551;88.719337463378906;-9.9382696151733398;-6.6367864608764648
SAT1;55.599723815917969;51.228672027587891;35.289455413818359;56.683570861816406;41.883438110351562;32.730007171630859
SAT2;73.601211547851562;32.341510772705078;71.335922241210938;76.097763061523438;27.041255950927734;70.304924011230469
SAT3;84.246063232421875;1.2993216514587402;83.626884460449219;87.746673583984375;2.6130974292755127;82.706222534179688
SAT4;64.041893005371094;-53.377449035644531;27.583837509155273;70.533042907714844;-53.184329986572266;37.400352478027344
SAT5;61.594947814941406;-24.669885635375977;-32.892299652099609;70.897079467773438;-30.382663726806641;-32.210075378417969
SAT6;50.969741821289062;1.362532377243042;-52.694511413574219;58.398773193359375;-5.2205619812011719;-58.975517272949219
SAT7;52.878929138183594;32.492786407470703;-29.955650329589844;57.60858154296875;19.877552032470703;-38.38153076171875
SAT8;55.595138549804688;51.328330993652344;0.35597085952758789;58.360198974609375;38.430751800537109;-7.1503639221191406
A1;35.271472930908203;14.956489562988281;18.246025085449219;33.038429260253906;12.724950790405273;17.386001586914062
B1;64.115402221679688;33.953548431396484;67.191398620605469;66.020866394042969;29.134899139404297;66.104286193847656
C1;22.865447998046875;28.474554061889648;-59.258132934570312;23.734725952148438;32.047630310058594;-71.206893920898438
D1;88.625190734863281;-0.0032186508178710938;1.0762453079223633;96.715957641601562;-7.7787041664123535;-1.3370394706726074
A2;67.166114807128906;17.017692565917969;14.790498733520508;72.501045227050781;7.1555671691894531;15.446829795837402
B2;35.488998413085938;21.203636169433594;-55.331325531005859;37.610279083251953;16.663118362426758;-67.733963012695312
C2;53.286880493164062;-48.701374053955078;33.034236907958984;57.719810485839844;-50.724418640136719;41.472236633300781
D2;79.284820556640625;-0.0081658363342285156;0.014626979827880859;86.699630737304688;-8.7201004028320312;0.18182992935180664
A3;46.919528961181641;-3.2700598239898682;-27.435934066772461;51.666175842285156;-12.721479415893555;-31.567764282226562
B3;53.59002685546875;48.184783935546875;23.870616912841797;54.819068908691406;38.534133911132812;20.216201782226562
C3;44.6253662109375;46.17181396484375;36.188720703125;43.364795684814453;40.612339019775391;34.403438568115234
D3;66.988075256347656;0.00038743019104003906;-0.0003337860107421875;73.571739196777344;-9.3615951538085938;1.2639999389648438
A4;39.280139923095703;-15.59610652923584;24.867475509643555;39.704444885253906;-20.321146011352539;28.797643661499023
B4;25.046806335449219;24.20732307434082;-20.216148376464844;21.67626953125;22.273122787475586;-30.138093948364258
C4;80.627082824707031;0.63616037368774414;80.594123840332031;84.422561645507812;1.5402138233184814;80.375709533691406
D4;48.540725708007812;1.1699795722961426;-0.18228292465209961;52.040382385253906;-8.3703098297119141;-1.5439152717590332
A5;55.101264953613281;10.469198226928711;-26.166593551635742;61.210334777832031;-1.010209321975708;-30.668365478515625
B5;72.161872863769531;-27.322351455688477;60.664157867431641;76.851043701171875;-25.647729873657227;66.780731201171875
C5;54.078132629394531;47.474414825439453;-10.58800220489502;57.317420959472656;34.996391296386719;-20.031892776489258
D5;30.016006469726562;1.169055700302124;-2.6809632778167725;27.531932830810547;-2.2039711475372314;-6.5394821166992188
A6;70.51806640625;-31.481266021728516;-5.1640629768371582;78.740745544433594;-35.781116485595703;-1.4343142509460449
B6;72.681999206542969;18.145978927612305;75.597320556640625;75.681266784667969;16.208499908447266;74.848625183105469
C6;50.342170715332031;-16.927867889404297;-34.854137420654297;58.032691955566406;-20.784378051757812;-35.933258056640625
D6;11.81512451171875;1.5734806060791016;-1.8005609512329102;6.8589096069335938;2.0198001861572266;-3.4229457378387451
NEU1;11.228046417236328;1.5774891376495361;-1.7912387847900391;6.2370338439941406;2.1940469741821289;-3.6871523857116699
NEU2;13.780799865722656;1.8393993377685547;-3.0215978622436523;8.7676067352294922;2.1685659885406494;-5.4482846260070801
NEU3;17.695976257324219;1.1322498321533203;-2.6569545269012451;12.801700592041016;1.6815438270568848;-5.9941201210021973
NEU4;20.872291564941406;0.35263597965240479;-1.2705743312835693;16.422035217285156;0.014647841453552246;-5.0640225410461426
NEU5;74.792327880859375;0.047564506530761719;-0.013792514801025391;81.951545715332031;-8.8039340972900391;0.19986629486083984
NEU6;80.620048522949219;0.00038743019104003906;-0.00036954879760742188;87.801826477050781;-7.9832077026367188;-1.1568069458007812
NEU7;85.838386535644531;0.0013411045074462891;-0.00064373016357421875;93.67486572265625;-7.7510776519775391;-1.6347289085388184
NEU8;90.170646667480469;0.083386898040771484;1.1118054389953613;98.213409423828125;-7.5749754905700684;-1.718449592590332
