name;fuji-provia-400x-vsco-colorchecker
description;fitted LUT style from fuji-provia-400x-vsco-colorchecker.pfm
num_gray; 0
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
SAT1;55.606605529785156;51.385223388671875;35.341156005859375;54.525932312011719;48.920631408691406;36.286373138427734
SAT2;73.602287292480469;32.293350219726562;71.36865234375;77.129470825195312;27.13707160949707;51.238609313964844
SAT3;84.235145568847656;1.3886094093322754;83.613334655761719;85.410797119140625;8.8184776306152344;54.170764923095703
SAT4;64.038787841796875;-53.360671997070312;27.551496505737305;76.933769226074219;-44.671295166015625;20.598243713378906
SAT5;61.593833923339844;-24.63334846496582;-32.950889587402344;78.979598999023438;-12.163132667541504;-31.784856796264648
SAT6;50.976104736328125;1.3580024242401123;-52.693832397460938;70.781723022460938;0.61285495758056641;-39.9073486328125
SAT7;52.876678466796875;32.492519378662109;-29.957855224609375;64.915748596191406;19.896417617797852;-26.094663619995117
SAT8;55.596923828125;51.314533233642578;0.34642219543457031;59.006927490234375;38.548469543457031;-0.80391168594360352
WBP1;80.397369384765625;0.85362792015075684;-0.24595260620117188;89.680549621582031;-2.0874440670013428;0.98750591278076172
WBP2;81.484153747558594;-1.2591183185577393;-1.0041117668151855;90.626144409179688;-3.5055577754974365;0.35990476608276367
WBP3;81.064437866210938;-2.4179220199584961;-2.4799227714538574;90.857933044433594;-3.3078193664550781;-1.7102956771850586
WBP4;81.004295349121094;-4.1266679763793945;-2.7037262916564941;91.001396179199219;-4.1009483337402344;-1.4938592910766602
WBP5;81.439399719238281;-6.0774984359741211;-4.352116584777832;91.673698425292969;-4.7197046279907227;-2.175438404083252
WBL1;80.351127624511719;4.6523213386535645;0.50985813140869141;89.146690368652344;-0.24816393852233887;0.91450214385986328
WBL2;80.885147094726562;4.2432546615600586;-0.11886358261108398;89.951370239257812;-0.90882182121276855;0.55550336837768555
WBL3;80.667259216308594;0.84277987480163574;-0.26006698608398438;89.954444885253906;-2.1855831146240234;0.38515329360961914
WBL4;81.009445190429688;-1.2062489986419678;-2.6300787925720215;90.387306213378906;-2.5170743465423584;-1.9513249397277832
WBL5;80.922164916992188;-2.242356538772583;-5.7349443435668945;91.264183044433594;-4.0268001556396484;-2.2704124450683594
NEU1;11.204616546630859;1.5758798122406006;-1.784813404083252;9.8882217407226562;0.015690922737121582;0.034698843955993652
NEU2;13.767477035522461;1.8414855003356934;-3.0211150646209717;11.427959442138672;1.380018949508667;-3.0997574329376221
NEU3;17.677093505859375;1.1302977800369263;-2.6536047458648682;14.690876007080078;1.4576166868209839;-3.4621238708496094
NEU4;20.885791778564453;0.32655894756317139;-1.2529551982879639;16.931175231933594;1.3999640941619873;-3.1287789344787598
NEU5;74.761894226074219;0.060945749282836914;-0.017595291137695312;84.941795349121094;-0.13408064842224121;-1.0320901870727539
NEU6;80.57513427734375;0.00041723251342773438;-0.00036954879760742188;89.833175659179688;-2.3593306541442871;0.25258064270019531
NEU7;85.833824157714844;0.00038743019104003906;-0.00040531158447265625;92.908256530761719;-2.3414194583892822;0.39784908294677734
NEU8;90.161361694335938;0.081688165664672852;1.1182785034179688;94.692100524902344;-2.2674500942230225;1.3180136680603027
A1;35.274120330810547;15.050426483154297;18.244695663452148;34.964591979980469;17.285764694213867;27.92555046081543
B1;64.116943359375;33.919544219970703;67.21075439453125;68.82489013671875;37.417560577392578;63.898044586181641
C1;22.865447998046875;28.474554061889648;-59.258132934570312;28.725654602050781;31.932666778564453;-66.188873291015625
D1;88.630760192871094;-0.00083446502685546875;1.077115535736084;94.094734191894531;-2.3897290229797363;1.2813568115234375
A2;67.175765991210938;17.045228958129883;14.803134918212891;75.079399108886719;11.446475982666016;9.9994068145751953
B2;35.489334106445312;21.189510345458984;-55.313175201416016;46.280254364013672;22.971094131469727;-60.81500244140625
C2;53.286880493164062;-48.701374053955078;33.034236907958984;64.683914184570312;-50.549179077148438;42.336559295654297
D2;79.288742065429688;-0.0079572200775146484;0.014007091522216797;88.68597412109375;-1.8029212951660156;0.039565563201904297
A3;46.924015045166016;-3.258824348449707;-27.421819686889648;59.152130126953125;3.1486749649047852;-34.451187133789062
