name;ilford-xp2-super-400-dehancer-colorchecker
description;fitted LUT style from ilford-xp2-super-400-dehancer-colorchecker.pfm
num_gray;8
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
WBP1;80.391204833984375;0.85359811782836914;-0.24598836898803711;92.398025512695312;-1.4728009700775146;-0.19583702087402344
WBP2;81.479866027832031;-1.2573599815368652;-1.0043859481811523;93.194961547851562;-1.2497603893280029;-0.96918344497680664
WBP3;81.061027526855469;-2.4224519729614258;-2.4802803993225098;92.738761901855469;-1.4736056327819824;-0.1871943473815918
WBP4;81.003730773925781;-4.1390953063964844;-2.7212381362915039;92.589263916015625;-1.4216899871826172;-0.39145946502685547
WBP5;81.449790954589844;-6.1075983047485352;-4.3345332145690918;92.797073364257812;-1.4848113059997559;-0.15058517456054688
WBL1;80.348518371582031;4.6497583389282227;0.51583051681518555;92.753440856933594;-1.3695061206817627;-0.56474208831787109
WBL2;80.883796691894531;4.2331218719482422;-0.10451078414916992;93.072410583496094;-1.4899671077728271;-0.1788020133972168
WBL3;80.663009643554688;0.858306884765625;-0.28507709503173828;92.643074035644531;-1.3373792171478271;-0.67641735076904297
WBL4;81.001945495605469;-1.1958181858062744;-2.6349067687988281;93.07586669921875;-1.2605786323547363;-0.93032121658325195
WBL5;80.930862426757812;-2.2509992122650146;-5.7209134101867676;92.909034729003906;-1.4980733394622803;-0.094485282897949219
SAT1;55.61712646484375;51.331401824951172;35.298728942871094;72.332649230957031;-1.3114213943481445;-0.70874691009521484
SAT2;73.600090026855469;32.343654632568359;71.352867126464844;85.285186767578125;-1.5062093734741211;-0.16287565231323242
SAT3;84.245903015136719;1.3026893138885498;83.625106811523438;89.983642578125;-1.4934539794921875;-0.16165971755981445
SAT4;64.03167724609375;-53.380668640136719;27.60108757019043;67.663414001464844;-1.4707744121551514;-0.5002140998840332
SAT5;61.596076965332031;-24.702817916870117;-32.839607238769531;76.543266296386719;-1.275181770324707;-0.95385313034057617
SAT6;50.976615905761719;1.4032423496246338;-52.767002105712891;69.751213073730469;-0.97677111625671387;-0.7271885871887207
SAT7;52.876914978027344;32.416133880615234;-29.897821426391602;73.372932434082031;-1.1628270149230957;-0.55124759674072266
SAT8;55.59600830078125;51.362632751464844;0.35312175750732422;75.976890563964844;-1.4779567718505859;-0.42812824249267578
A1;35.269077301025391;14.965459823608398;18.246423721313477;33.782424926757812;-0.87401270866394043;0.24410486221313477
B1;64.11761474609375;33.953041076660156;67.190422058105469;77.060653686523438;-1.3169944286346436;-0.94580650329589844
C1;22.865474700927734;28.474599838256836;-59.258163452148438;29.007469177246094;-0.02434849739074707;0.0064432621002197266
D1;88.625190734863281;-0.0032186508178710938;1.0762453079223633;99.078216552734375;-1.5866756439208984;-0.86123943328857422
A2;67.166961669921875;16.995250701904297;14.781451225280762;82.091239929199219;-1.5045106410980225;-0.22077560424804688
B2;35.488998413085938;21.203636169433594;-55.331325531005859;49.137527465820312;-0.88015198707580566;0.17338991165161133
C2;53.283912658691406;-48.698081970214844;33.030361175537109;50.202690124511719;-0.7464289665222168;-0.062513351440429688
D2;79.287551879882812;-0.0079870223999023438;0.014364719390869141;91.447967529296875;-1.4983415603637695;-0.097167491912841797
A3;46.919528961181641;-3.2700598239898682;-27.435934066772461;58.199501037597656;-0.22459030151367188;-1.0279417037963867
B3;53.592933654785156;48.175067901611328;23.921894073486328;70.51861572265625;-0.47779083251953125;-0.95351934432983398
C3;44.623706817626953;46.185672760009766;36.187744140625;55.070411682128906;-0.45090913772583008;-0.58368444442749023
D3;66.994682312011719;0.0014007091522216797;-0.0006198883056640625;81.383110046386719;-1.2825131416320801;-1.0057568550109863
